partner_name,tier_level,description,url,fit_score,tech_score,qbo_score,service_score,business_score,tier_score,focus_areas,service_types,tech_stack,word_count,tech_keywords,qbo_keywords,service_keywords,analysis_decision,reason
On-Call Accounting,Silver Partner,"• We specialize in non-profits and small governmental organizations • We love BILL (Bill.com) and use it for most of our clients • We use QuickBooks Online or QuickBooks Desktop for all of our clients • We also use Divvy credit cards/spend management for some clients, and Dext (formerly Receipt Bank) for others",https://accountants.bill.com/find-an-accountant/on-call-accounting,1.0,0.0,1.0,0.0,0.0,0,,,QuickBooks,53,,quickbooks,,Not Analyzed,
"Centurion Family Office Services, LLC",Silver Partner,Centurion Family Office Services,https://accountants.bill.com/find-an-accountant/centurion-family-office-services-llc,0.0,0.0,0.0,0.0,0.0,0,,,,4,,,,Not Analyzed,
"Beverly Byers, CPA",Silver Partner,"Experienced firm that offers bookkeeping, tax preparation and consulting, accounting consulting and software consulting.",https://accountants.bill.com/find-an-accountant/beverly-byers-cpa,2.0,1.0,0.0,1.0,0.0,0,SaaS/Software,,,14,software,,bookkeeping,Not Analyzed,
"Hone Technologies, Inc.",Silver Partner,"Hone exists to make restaurants more profitable. We do this by providing a bookkeeping service and then turning the accounting data into actionable insights, that help the operator be more data driven. Our goal is to help our customers make better operational decisions.",https://accountants.bill.com/find-an-accountant/hone-technologies-inc,1.0,0.0,0.0,1.0,0.0,0,,,,43,,,bookkeeping,Not Analyzed,
PJS & Co. CPAs,Silver Partner,"Engineering dynamic partnerships that fuel growth, create freedom and inspire personal fulfillment! PJS & Co. CPAs offers virtual CFO and outsourced controller services to service-based companies who are looking to grow. Our services are often the best fit for those who have hit a minimum of $1M in revenue and want to continue reaching new heights. We are able to help you stabilize your current situation, better understand exactly where you stand and outline a proven path to success. With offerings like budgeting, cash flow management, financial projections, tax planning and more, you gain a proactive management approach that allows you to reach your growth goals.",https://accountants.bill.com/find-an-accountant/pjs-co-cpas,2.83,0.0,0.0,2.83,0.0,0,,Controller Services; CFO Services,,106,,,"controller, cfo, outsourced",Not Analyzed,
Qlew Group LLC,Silver Partner,"Qlew Group provides top to bottom accounting services including interim financial leadership, business partnering and project centric services to small and medium enterprises. We bridge the gap that growing companies find where a bookkeeping service cannot provide the commercial information, reports and insights needed, while hiring a full-time CFO or Controller is beyond budget. We work with companies to develop management and board reporting, implement internal controls, build financial projections, audit readiness preparations, strategic planning and GAAP/IFRS financial reports for prospective investors and financing. While we are a small business focused firm, we also handle individual clients! Most small business structures require a holistic planning approach between the company and the individual and we are well prepared to provide that guidance.",https://accountants.bill.com/find-an-accountant/qlew-group-llc,4.96,0.0,0.0,3.31,1.65,0,,Controller Services; CFO Services,,121,,,"controller, cfo, bookkeeping, reporting",Not Analyzed,
"Avanti Partners, LLC",Silver Partner,"Avanti Partners is a boutique accounting firm specializing in outsourced solutions. Whether you are looking for a new accounting system implementation, app integrations, or a full-service outsourced accounting team, we can tailor a plan of service to meet your needs. Our team of licensed CPAs and software Administrators, with over 30+ years of experience, will function as a part of your team to streamline and implement an accounting solution customized to your organization.",https://accountants.bill.com/find-an-accountant/avanti-partners-llc,3.0,1.0,1.0,1.0,0.0,0,SaaS/Software,Outsourced Accounting,,73,software,integration,outsourced,Not Analyzed,
"Strategic Financial Reporting, Inc",Silver Partner,"SFR is a team of knowledgeable accountants based all over the U.S. that support small to mid-size business owners with accounting services, smart bookkeeping solutions, and valuable tax savings strategies. We would love to take these important tasks off your plate so that you can focus on the daily operations of your business. We'll keep you updated with relevant financial data that your business needs to run smoothly, limit expenses, and capitalize on new opportunities. With our clarity, communication, guidance, and support, your business won't just make it, it will thrive.",https://accountants.bill.com/find-an-accountant/strategic-financial-reporting-inc,2.0,0.0,1.0,1.0,0.0,0,,,,91,,api,bookkeeping,Not Analyzed,
Superior Accounting Solutions,Silver Partner,"We provide outsourced bookkeeping, controller, and CFO services.",https://accountants.bill.com/find-an-accountant/superior-accounting-solutions,4.0,0.0,0.0,4.0,0.0,0,,Controller Services; CFO Services,,8,,,"controller, cfo, outsourced, bookkeeping",Not Analyzed,
MBE Financial Services,Silver Partner,"MBE Hospitality Management is a boutique hotel management company which strives to challenge the status quo. With our creative strategies and best practices, we turn hotels around and reposition them to outperform their competitors and become the local market leaders. We currently manage a mix of full-service, limited service, and luxury boutique hotels. We do not believe in a ""cookie-cutter"" approach to hotel management. We believe that each property is unique, and deserves special attention on a daily basis.",https://accountants.bill.com/find-an-accountant/mbe-financial-services,0.0,0.0,0.0,0.0,0.0,0,,,,79,,,,Not Analyzed,
"Allison L. Reynolds, CPA, PLLC",Silver Partner,"Accounting is our specialty. Your business is our business. Let our experts focus on the finances and you focus on what is really important to your organization. Accounting and taxes are a necessary evil for all businesses and most individuals. We are dedicated to making your life easier and your business run smoother through our consulting, accounting and tax services. Whether you are starting a business or have been a business owner for many years, the staff at Allison Reynolds CPA PLLC is eager to become a key member of your team.",https://accountants.bill.com/find-an-accountant/allison-l-reynolds-cpa-pllc,0.0,0.0,0.0,0.0,0.0,0,,,,92,,,,Not Analyzed,
"Himmelwright, Huguley & Boles, LLC",Silver Partner,"World-class tax, accounting, and advisory services. Responsive, friendly, personal attention. Cost-effective, year-round support. From our offices in Auburn and Opelika, Himmelwright, Huguley & Boles, LLC provides it all to clients throughout Alabama and the U.S.",https://accountants.bill.com/find-an-accountant/himmelwright-huguley-boles-llc,1.0,0.0,0.0,1.0,0.0,0,,,,35,,,advisory,Not Analyzed,
SBS Accounting & Advisors,Silver Partner,"Our History: SBS started in 2006 with a passion to help small businesses bring order and automation to their accounting processes. Since then, SBS has helped hundreds of small business owners do just that. Due to the virtual nature of their services, SBS can serve clients regardless of their location. The team at SBS is committed to living out their core values of integrity, quality, and love for others in all that they do. Our Mission: To glorify God and impact lives through state-of-the-art accounting and advisory services that free and empower our clients to build healthy organizations. Our Vision: Transformed Businesses. Transformed Lives. Transformed World.",https://accountants.bill.com/find-an-accountant/sbs-accounting-advisors,2.83,0.0,0.94,0.94,0.94,0,,,,106,,automation,advisory,Not Analyzed,
